crop_name,variety,category,state,district,season,month,buyer_type,price,quantity_sold,historical_demand,is_holiday_event,demand_kg,is_synthetic
Tomato,Desi,Vegetable,Gujarat,Rajkot,Rabi,1,WHOLESALER,81.63,1269.94,1430.66,0,1429.59,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Kharif,1,RETAILER,62.72,1095.31,1324.89,0,1025.36,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Year-Round,10,RETAILER,75.59,1084.97,1089.07,1,899.04,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Kharif,4,INDIVIDUAL,74.94,1138.47,1246.16,1,566.01,True
Wheat,Common,Cereal,Gujarat,Rajkot,Kharif,4,RESTAURANT,35.43,2297.51,2342.47,1,3286.17,True
Potato,Local,Vegetable,Maharashtra,Nashik,Zaid,5,RESTAURANT,39.62,1726.64,1766.76,0,2158.62,True
Mango,Local,Fruit,Tamil Nadu,Chennai,Year-Round,12,RESTAURANT,62.81,784.17,758.2,0,633.55,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Rabi,9,WHOLESALER,66.65,2356.33,2340.84,0,2719.45,True
Onion,Red,Vegetable,Tamil Nadu,Chennai,Year-Round,7,RETAILER,65.2,1332.64,1202.33,0,1035.64,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Zaid,2,RESTAURANT,21.92,916.64,969.52,0,1316.64,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Year-Round,6,BUSINESS,35.83,2557.66,2370.99,0,3149.23,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Zaid,8,RETAILER,55.58,2019.36,2481.48,0,2033.14,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Kharif,10,WHOLESALER,46.72,2943.38,2723.71,1,4154.47,True
Onion,Red,Vegetable,Tamil Nadu,Chennai,Zaid,12,RESTAURANT,86.76,1159.48,1311.06,0,879.89,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Rabi,11,RETAILER,60.97,934.5,834.61,1,762.46,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Zaid,4,BUSINESS,35.72,554.38,606.19,1,669.43,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Zaid,1,WHOLESALER,38.11,708.02,664.46,0,948.12,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Year-Round,10,WHOLESALER,53.88,598.5,671.61,1,1033.16,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Rabi,10,RETAILER,59.13,1384.95,1384.44,1,1391.02,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Year-Round,1,WHOLESALER,32.39,996.34,1075.23,0,1642.55,True
Mango,Local,Fruit,Maharashtra,Nashik,Kharif,3,WHOLESALER,81.21,793.31,704.51,0,774.65,True
Wheat,Common,Cereal,Maharashtra,Pune,Year-Round,5,RESTAURANT,46.59,1795.21,2244.39,0,2663.9,True
Onion,Red,Vegetable,Punjab,Ludhiana,Rabi,10,BUSINESS,38.09,1326.97,1383.93,1,1961.77,True
Potato,Local,Vegetable,Punjab,Ludhiana,Zaid,2,INDIVIDUAL,47.17,2072.85,1956.25,0,730.69,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Rabi,8,BUSINESS,16.27,669.07,837.66,0,1231.45,True
Mango,Local,Fruit,Karnataka,Bengaluru,Rabi,9,RESTAURANT,33.8,950.57,807.14,0,761.26,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rabi,12,INDIVIDUAL,33.73,1556.27,1420.34,0,628.63,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rabi,6,INDIVIDUAL,27.81,1191.7,1045.5,0,639.62,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Zaid,4,INDIVIDUAL,84.54,1121.56,1118.53,1,511.83,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Zaid,5,RESTAURANT,15.95,878.81,799.89,0,1222.87,True
Wheat,Common,Cereal,Tamil Nadu,Chennai,Zaid,9,RETAILER,14.1,3202.23,2819.94,0,3596.55,True
Mango,Local,Fruit,Maharashtra,Mumbai,Year-Round,1,INDIVIDUAL,18.18,880.36,863.92,0,372.72,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Zaid,9,RETAILER,28.75,546.35,578.98,0,523.13,True
Wheat,Common,Cereal,Maharashtra,Pune,Kharif,5,INDIVIDUAL,84.92,2726.73,2415.47,0,798.91,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Zaid,7,BUSINESS,14.78,1568.63,1305.9,0,2483.4,True
Groundnut,Local,Oilseed,Tamil Nadu,Chennai,Rabi,12,INDIVIDUAL,81.55,880.14,975.93,0,309.76,True
Rice,Common,Cereal,Tamil Nadu,Chennai,Kharif,3,RESTAURANT,86.1,3368.76,2721.35,0,2640.71,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Year-Round,12,INDIVIDUAL,28.97,837.4,816.68,0,444.59,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Kharif,5,RETAILER,20.91,1559.35,1419.47,0,1808.09,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Kharif,2,WHOLESALER,13.97,633.14,703.9,0,1198.82,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Zaid,3,RESTAURANT,41.6,836.33,897.42,0,948.85,True
Mango,Local,Fruit,Karnataka,Bengaluru,Year-Round,12,RESTAURANT,21.6,715.95,714.51,0,772.67,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Zaid,9,WHOLESALER,44.35,2581.33,2584.98,0,3411.39,True
Potato,Local,Vegetable,Tamil Nadu,Chennai,Kharif,1,INDIVIDUAL,34.05,1820.71,1833.96,0,826.43,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Zaid,6,BUSINESS,64.07,3154.52,3021.58,0,3429.83,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Rabi,10,WHOLESALER,85.77,1126.17,1084.95,1,1471.33,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Year-Round,8,RETAILER,50.8,1348.32,1463.95,0,1404.19,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Kharif,4,RESTAURANT,60.45,586.56,658.25,1,867.32,True
Rice,Basmati,Cereal,Uttar Pradesh,Agra,Rabi,12,RETAILER,41.39,2264.2,2777.81,0,2530.55,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Rabi,12,INDIVIDUAL,80.55,1251.88,1515.32,0,506.94,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Year-Round,7,RETAILER,41.62,936.93,987.22,0,917.87,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Zaid,1,RETAILER,56.26,1332.67,1367.54,0,942.39,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Kharif,2,INDIVIDUAL,81.37,1188.05,1426.52,0,486.28,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Kharif,6,INDIVIDUAL,63.62,1047.51,1186.27,0,524.5,True
Mango,Local,Fruit,Karnataka,Bengaluru,Zaid,10,BUSINESS,72.78,635.37,751.63,1,891.82,True
Rice,Common,Cereal,Gujarat,Rajkot,Year-Round,10,BUSINESS,63.82,2831.14,2210.45,1,2593.13,True
Mango,Local,Fruit,Maharashtra,Mumbai,Zaid,3,INDIVIDUAL,26.25,676.09,820.23,0,417.9,True
Mango,Local,Fruit,Tamil Nadu,Chennai,Rabi,10,RESTAURANT,83.75,723.4,697.25,1,680.05,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rabi,11,RETAILER,29.43,2033.93,2354.76,1,2136.92,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Year-Round,4,RETAILER,67.57,777.35,728.26,1,801.19,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Year-Round,11,RESTAURANT,75.07,2800.18,2477.55,1,2409.42,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Rabi,8,RESTAURANT,38.85,642.47,628.73,0,712.29,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Zaid,11,INDIVIDUAL,19.84,565.68,735.56,1,471.95,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Year-Round,9,INDIVIDUAL,42.03,2913.84,2658.06,0,1194.7,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Kharif,8,BUSINESS,58.06,2251.1,2160.79,0,2414.85,True
Rice,Common,Cereal,Punjab,Ludhiana,Kharif,11,BUSINESS,24.56,1745.21,2149.19,1,3514.43,True
Onion,Red,Vegetable,Maharashtra,Pune,Year-Round,10,RESTAURANT,37.7,1193.88,1123.38,1,1426.85,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Zaid,4,WHOLESALER,44.7,750.83,732.8,1,1337.85,True
Mango,Local,Fruit,Tamil Nadu,Chennai,Zaid,6,BUSINESS,45.28,749.79,773.09,0,994.08,True
Tomato,Desi,Vegetable,Tamil Nadu,Chennai,Zaid,4,RETAILER,44.49,1433.69,1315.17,1,1536.7,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Rabi,8,WHOLESALER,14.05,1082.52,904.93,0,1933.71,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Zaid,7,BUSINESS,58.73,1896.18,1982.19,0,2016.74,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Year-Round,7,RESTAURANT,89.47,1316.49,1202.64,0,1217.23,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Kharif,11,RESTAURANT,77.21,939.55,855.22,1,830.24,True
Green Chilli,Local,Spice,Tamil Nadu,Chennai,Kharif,4,WHOLESALER,19.39,621.52,525.11,1,1253.0,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Zaid,2,RESTAURANT,78.89,1091.33,1389.36,0,1041.28,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Rabi,12,BUSINESS,28.69,2602.61,2593.83,0,3465.91,True
Onion,Red,Vegetable,Maharashtra,Nashik,Zaid,7,RETAILER,46.13,1515.09,1688.86,0,1537.49,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Kharif,1,BUSINESS,28.84,856.66,902.9,0,1015.46,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Kharif,4,BUSINESS,57.06,796.7,887.09,1,1203.54,True
Rice,Common,Cereal,Gujarat,Rajkot,Year-Round,2,BUSINESS,29.07,3169.65,2942.56,0,3419.02,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Rabi,7,WHOLESALER,74.51,811.89,796.88,0,993.9,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Year-Round,9,RETAILER,81.07,1921.01,2087.85,0,1330.19,True
Potato,Local,Vegetable,Maharashtra,Pune,Rabi,11,INDIVIDUAL,19.93,2312.58,2113.53,1,1402.74,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Rabi,1,INDIVIDUAL,40.4,2704.42,2740.1,0,1001.95,True
Mango,Local,Fruit,Tamil Nadu,Chennai,Kharif,10,RETAILER,71.23,698.72,671.04,1,599.4,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Zaid,3,BUSINESS,31.07,3150.34,2963.46,0,3732.18,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Zaid,6,RETAILER,62.09,2758.1,2755.34,0,2547.95,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Year-Round,5,WHOLESALER,88.87,700.96,868.67,0,1186.08,True
Rice,Common,Cereal,Maharashtra,Pune,Kharif,12,WHOLESALER,55.54,2092.94,2831.95,0,3443.68,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Year-Round,3,RESTAURANT,80.91,827.82,962.15,0,787.69,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Zaid,11,BUSINESS,59.51,552.29,512.08,1,644.15,True
Tomato,Desi,Vegetable,Tamil Nadu,Chennai,Kharif,9,BUSINESS,88.17,1260.01,1396.93,0,1314.38,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Year-Round,7,INDIVIDUAL,58.67,1284.96,1422.81,0,642.84,True
Green Chilli,Local,Spice,Maharashtra,Pune,Rabi,6,BUSINESS,41.97,536.82,562.97,0,715.91,True
Rice,Common,Cereal,Maharashtra,Nashik,Kharif,11,BUSINESS,27.12,1964.41,1846.15,1,3025.67,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Zaid,4,RETAILER,51.99,1161.9,1077.07,1,1185.24,True
Mango,Local,Fruit,Punjab,Ludhiana,Year-Round,7,INDIVIDUAL,51.06,796.87,818.34,0,285.06,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Zaid,12,RESTAURANT,53.95,781.25,844.92,0,718.0,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Year-Round,12,INDIVIDUAL,60.44,898.98,1354.52,0,517.55,True
Onion,Red,Vegetable,Maharashtra,Nashik,Kharif,11,WHOLESALER,50.42,1353.71,1439.11,1,2151.27,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Zaid,8,BUSINESS,29.98,1282.32,1310.48,0,1740.03,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Zaid,10,RESTAURANT,63.12,1513.14,1351.22,1,1436.75,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Zaid,9,INDIVIDUAL,64.62,798.96,1101.59,0,404.27,True
Potato,Local,Vegetable,Uttar Pradesh,Agra,Year-Round,5,RESTAURANT,65.46,1691.7,1813.88,0,1831.6,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Year-Round,11,RESTAURANT,38.18,856.36,883.52,1,1060.87,True
Mango,Local,Fruit,Maharashtra,Pune,Zaid,8,BUSINESS,15.91,722.89,776.87,0,1191.04,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Kharif,3,RETAILER,21.72,702.39,598.76,0,562.53,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Year-Round,3,BUSINESS,12.65,738.43,667.9,0,922.88,True
Mango,Local,Fruit,Punjab,Ludhiana,Year-Round,11,RETAILER,67.31,788.47,727.63,1,667.66,True
Mango,Local,Fruit,Tamil Nadu,Chennai,Year-Round,6,WHOLESALER,55.43,792.93,761.55,0,1173.13,True
Potato,Local,Vegetable,Tamil Nadu,Chennai,Rabi,7,RESTAURANT,40.11,1974.67,2027.58,0,2271.19,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Kharif,2,WHOLESALER,27.94,1238.38,1266.29,0,1804.6,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Kharif,9,RESTAURANT,64.31,1765.35,1786.89,0,1789.36,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Rabi,9,INDIVIDUAL,13.28,1307.02,1372.11,0,834.33,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Kharif,12,RETAILER,50.83,932.17,1086.4,0,821.74,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Zaid,5,INDIVIDUAL,75.0,2257.74,2260.75,0,990.37,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Year-Round,9,BUSINESS,89.6,760.18,874.34,0,796.78,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Kharif,2,WHOLESALER,64.97,1762.21,1605.72,0,1743.21,True
Mango,Local,Fruit,Karnataka,Bengaluru,Rabi,3,INDIVIDUAL,12.33,837.13,746.72,0,425.11,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Year-Round,10,RETAILER,42.55,754.54,802.39,1,768.55,True
Onion,Red,Vegetable,Maharashtra,Pune,Zaid,5,BUSINESS,87.52,1547.86,1483.1,0,1424.8,True
Rice,Common,Cereal,Tamil Nadu,Chennai,Rabi,1,WHOLESALER,76.01,2676.26,2783.01,0,3105.21,True
Mango,Local,Fruit,Maharashtra,Mumbai,Kharif,5,INDIVIDUAL,17.21,852.45,890.62,0,476.45,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Rabi,12,BUSINESS,49.88,1197.45,1328.09,0,1487.07,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Rabi,5,RESTAURANT,81.14,2986.89,2477.18,0,2368.25,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Rabi,7,RETAILER,21.72,839.65,817.66,0,1000.86,True
Rice,Common,Cereal,Karnataka,Bengaluru,Rabi,8,BUSINESS,45.77,2389.42,2354.47,0,2405.9,True
Groundnut,Local,Oilseed,Maharashtra,Mumbai,Kharif,4,INDIVIDUAL,76.21,911.25,911.3,1,487.99,True
Wheat,Common,Cereal,Gujarat,Rajkot,Zaid,5,BUSINESS,41.41,2755.09,2597.28,0,3265.35,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Rabi,6,RESTAURANT,82.95,1317.34,1369.36,0,1314.8,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Rabi,9,RESTAURANT,77.24,1855.43,2215.43,0,1943.3,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Year-Round,5,RETAILER,68.76,618.35,769.63,0,650.71,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Zaid,3,BUSINESS,79.98,1394.43,1460.88,0,1295.81,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Zaid,9,BUSINESS,70.26,1557.35,1825.59,0,1785.63,True
Mango,Local,Fruit,Maharashtra,Nashik,Zaid,12,BUSINESS,42.32,750.25,693.94,0,785.47,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Kharif,6,INDIVIDUAL,16.49,819.85,895.95,0,646.19,True
Potato,Local,Vegetable,Maharashtra,Pune,Year-Round,11,INDIVIDUAL,35.33,1939.25,1932.38,1,1044.83,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Rabi,7,WHOLESALER,87.19,1303.86,1485.84,0,1715.21,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Rabi,8,RESTAURANT,39.73,1620.73,1679.77,0,1847.63,True
Mango,Local,Fruit,Tamil Nadu,Chennai,Zaid,10,INDIVIDUAL,46.49,740.88,743.57,1,384.33,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Kharif,9,WHOLESALER,13.14,1271.51,1380.64,0,2594.13,True
Onion,Red,Vegetable,Gujarat,Rajkot,Kharif,9,WHOLESALER,76.39,1767.59,1424.3,0,1611.77,True
Soybean,Local,Oilseed,Maharashtra,Pune,Year-Round,1,INDIVIDUAL,38.64,923.01,1016.69,0,401.71,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Kharif,6,RESTAURANT,31.71,1136.34,1083.24,0,1412.43,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Kharif,2,RESTAURANT,61.34,2232.73,1849.72,0,1565.0,True
Onion,Red,Vegetable,Maharashtra,Nashik,Rabi,5,INDIVIDUAL,26.2,1053.75,1169.32,0,595.24,True
Wheat,Common,Cereal,Maharashtra,Nashik,Kharif,1,INDIVIDUAL,12.71,2020.27,1877.43,0,1126.47,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Kharif,6,WHOLESALER,88.24,1286.53,1308.26,0,1532.45,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Kharif,1,BUSINESS,35.98,1100.11,970.23,0,885.45,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Year-Round,1,WHOLESALER,51.88,795.56,934.67,0,1163.11,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Kharif,11,INDIVIDUAL,21.52,1203.63,1515.44,1,924.49,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Zaid,3,WHOLESALER,59.8,975.5,864.15,0,1100.92,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Zaid,2,INDIVIDUAL,84.28,1183.52,1269.03,0,390.33,True
Potato,Local,Vegetable,Punjab,Ludhiana,Zaid,6,BUSINESS,33.57,1540.55,1612.0,0,2154.57,True
Green Chilli,Local,Spice,Maharashtra,Nashik,Zaid,4,INDIVIDUAL,60.25,638.93,564.0,1,316.2,True
Mango,Local,Fruit,Punjab,Ludhiana,Kharif,1,RESTAURANT,62.4,910.47,766.05,0,712.45,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Zaid,11,RETAILER,69.16,1141.31,1125.21,1,936.24,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Rabi,12,RETAILER,50.7,576.47,545.87,0,421.35,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Zaid,9,BUSINESS,72.33,853.55,886.04,0,828.82,True
Potato,Local,Vegetable,Gujarat,Rajkot,Rabi,5,INDIVIDUAL,34.7,1282.95,1675.07,0,776.17,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Rabi,10,RESTAURANT,67.3,1552.85,1849.1,1,2102.47,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Zaid,7,INDIVIDUAL,69.05,3013.68,2837.06,0,1013.09,True
Mango,Local,Fruit,Tamil Nadu,Chennai,Rabi,9,RESTAURANT,69.1,799.03,804.94,0,789.21,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Year-Round,7,RESTAURANT,70.57,1155.54,925.03,0,862.98,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Year-Round,1,WHOLESALER,18.0,946.76,850.03,0,1310.2,True
Rice,Basmati,Cereal,Maharashtra,Pune,Rabi,3,WHOLESALER,50.9,2363.87,2110.62,0,2811.19,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Zaid,2,RETAILER,19.54,949.53,876.49,0,856.29,True
Wheat,Common,Cereal,Tamil Nadu,Chennai,Zaid,10,RESTAURANT,88.02,2661.98,2440.98,1,2126.43,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Zaid,2,RESTAURANT,27.19,796.51,799.22,0,846.0,True
Potato,Local,Vegetable,Maharashtra,Pune,Kharif,12,INDIVIDUAL,29.48,1348.65,1788.7,0,924.02,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Rabi,10,RESTAURANT,57.32,1328.03,1093.98,1,1284.88,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Year-Round,4,RESTAURANT,17.38,630.36,651.51,1,1118.01,True
Potato,Local,Vegetable,Maharashtra,Pune,Kharif,12,RESTAURANT,68.3,1211.07,1697.19,0,1313.26,True
Mango,Local,Fruit,Maharashtra,Pune,Year-Round,5,RETAILER,30.72,809.36,752.96,0,862.56,True
Groundnut,Local,Oilseed,Tamil Nadu,Chennai,Kharif,8,INDIVIDUAL,55.88,1189.02,969.02,0,409.44,True
Wheat,Common,Cereal,Punjab,Ludhiana,Zaid,6,INDIVIDUAL,67.35,2390.05,2257.96,0,942.42,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Kharif,4,BUSINESS,64.04,727.77,798.24,1,1139.02,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Kharif,2,INDIVIDUAL,58.27,571.79,600.81,0,236.03,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Year-Round,9,WHOLESALER,36.9,813.0,856.94,0,1023.79,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Zaid,2,RETAILER,88.91,629.06,546.76,0,335.33,True
Soybean,Local,Oilseed,Tamil Nadu,Chennai,Kharif,2,WHOLESALER,78.41,830.87,1000.57,0,1002.48,True
Onion,Red,Vegetable,Gujarat,Rajkot,Year-Round,12,INDIVIDUAL,51.29,1592.8,1550.56,0,577.06,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Year-Round,8,RETAILER,56.01,828.88,985.34,0,763.82,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Year-Round,11,INDIVIDUAL,66.81,938.73,1145.21,1,428.34,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Kharif,11,BUSINESS,46.97,2248.21,2381.08,1,3366.36,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Year-Round,5,RESTAURANT,71.02,800.39,1050.42,0,1066.34,True
Mango,Local,Fruit,Punjab,Ludhiana,Zaid,11,WHOLESALER,27.17,741.12,812.97,1,1500.05,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Zaid,11,RETAILER,61.75,1242.42,1540.48,1,1705.39,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Year-Round,5,WHOLESALER,54.22,962.93,874.52,0,1289.89,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Kharif,7,BUSINESS,14.62,1552.72,1733.41,0,2971.31,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Kharif,4,WHOLESALER,30.78,1053.09,1154.97,1,2246.13,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Kharif,8,RETAILER,73.79,2713.15,2533.2,0,2028.5,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Zaid,1,INDIVIDUAL,80.4,999.76,952.55,0,379.89,True
Wheat,Common,Cereal,Tamil Nadu,Chennai,Kharif,12,RETAILER,84.05,2144.5,2528.19,0,2083.6,True
Green Chilli,Local,Spice,Maharashtra,Pune,Zaid,11,RESTAURANT,27.1,501.43,519.53,1,751.31,True
Tomato,Hybrid,Vegetable,Tamil Nadu,Chennai,Kharif,4,INDIVIDUAL,64.18,1721.94,1712.01,1,791.33,True
Tomato,Desi,Vegetable,Gujarat,Rajkot,Kharif,4,RETAILER,29.35,969.02,1202.87,1,1657.21,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Rabi,9,WHOLESALER,29.78,1642.19,1525.25,0,2314.55,True
Potato,Local,Vegetable,Maharashtra,Pune,Year-Round,4,WHOLESALER,25.3,1486.5,1584.88,1,3655.65,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Year-Round,8,WHOLESALER,29.93,2071.79,2301.34,0,2888.05,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Kharif,12,RETAILER,21.96,891.05,975.52,0,1060.81,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Kharif,4,RETAILER,28.74,930.86,811.31,1,975.58,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Rabi,8,RESTAURANT,66.62,1133.67,1199.2,0,1183.5,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Rabi,11,BUSINESS,14.0,701.46,771.98,1,1262.94,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Rabi,5,RESTAURANT,38.09,1615.06,1500.32,0,1885.33,True
Mango,Local,Fruit,Maharashtra,Nashik,Kharif,2,WHOLESALER,73.52,903.37,800.39,0,850.85,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Kharif,5,RETAILER,72.01,1401.47,1378.03,0,1130.05,True
Onion,Red,Vegetable,Tamil Nadu,Chennai,Kharif,6,BUSINESS,41.02,1671.27,1595.4,0,2203.85,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Kharif,11,RESTAURANT,79.49,844.67,1047.76,1,995.25,True
Potato,Local,Vegetable,Gujarat,Rajkot,Kharif,2,RETAILER,66.64,1786.34,1963.72,0,1473.77,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Year-Round,10,RETAILER,37.31,925.51,779.26,1,814.15,True
Mango,Local,Fruit,Maharashtra,Mumbai,Kharif,2,RESTAURANT,66.17,902.02,838.44,0,641.39,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Year-Round,2,BUSINESS,50.37,2753.71,2804.2,0,2836.28,True
Onion,Red,Vegetable,Maharashtra,Nashik,Rabi,8,INDIVIDUAL,20.18,1196.98,1374.95,0,789.75,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Year-Round,6,INDIVIDUAL,33.87,1621.33,1463.52,0,780.24,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Rabi,4,BUSINESS,77.0,1067.63,1093.49,1,1294.73,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Year-Round,2,RETAILER,13.98,776.48,880.59,0,1027.68,True
Mango,Local,Fruit,Gujarat,Rajkot,Rabi,7,RETAILER,68.06,1028.26,813.51,0,710.59,True
