crop_name,variety,category,state,district,mandi_name,season,month,quantity_kg,grade,demand_index,historical_avg_price,unit_price,is_synthetic
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Zaid,3,1497.12,Grade C,1.26,51.71,46.67,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,10,1892.74,Grade B,0.7,25.51,15.47,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,9,2208.05,Grade A,0.73,32.46,23.98,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Rabi,11,2505.09,Grade B,1.78,23.53,36.52,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,5,2813.05,Grade C,0.92,19.48,14.61,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,12,4155.66,Grade B,0.67,25.92,15.01,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Kharif,5,2997.48,Grade A,1.53,69.52,129.91,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,3,3507.62,Grade B,0.77,35.82,23.9,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Rabi,1,3941.53,Grade B,0.92,29.56,25.86,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Year-Round,6,3759.17,Grade A,0.81,42.52,43.96,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,12,3002.06,Grade A,1.04,86.51,88.72,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Rabi,4,2726.51,Grade B,1.14,63.73,61.1,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Kharif,11,3209.25,Grade A,1.28,75.15,99.32,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Zaid,2,850.89,Grade A,0.64,41.75,29.67,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Zaid,7,4186.19,Grade A,1.37,42.1,66.38,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Year-Round,7,3787.83,Grade A,0.87,61.83,62.95,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,7,3907.85,Grade B,0.88,26.12,23.8,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,6,749.73,Grade A,1.12,39.24,55.09,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Rabi,11,3451.51,Grade B,1.25,61.13,68.28,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Year-Round,12,2664.75,Grade B,1.05,19.5,17.1,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Zaid,7,4926.37,Grade B,1.02,60.19,63.33,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,7,2547.66,Grade B,0.76,19.37,15.56,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,10,214.32,Grade C,0.7,14.37,7.56,True
Potato,Local,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,8,2696.96,Grade C,1.43,17.48,20.88,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,8,4913.32,Grade B,0.79,20.38,15.66,True
Rice,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Rabi,9,1986.58,Grade C,0.68,32.09,16.88,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,4,3571.95,Grade A,1.05,21.85,25.23,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,11,1745.57,Grade A,0.63,79.91,52.54,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,3,4466.54,Grade B,1.44,21.25,24.99,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Kharif,6,4651.78,Grade A,0.61,75.67,48.19,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Zaid,1,1406.42,Grade B,1.7,25.37,38.93,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Zaid,8,491.39,Grade B,0.72,45.91,36.12,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,2,2064.33,Grade B,1.13,45.03,43.2,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,12,2796.47,Grade C,1.47,23.57,27.38,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Kharif,4,4482.3,Grade B,0.77,56.32,34.54,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,10,3121.05,Grade B,0.68,71.3,38.61,True
Green Chilli,Local,Spice,Madhya Pradesh,Indore,Indore Mandi,Year-Round,6,1941.44,Grade A,1.14,45.46,69.19,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Pune APMC,Kharif,3,3661.04,Grade C,1.32,23.26,23.54,True
Rice,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,8,4950.18,Grade C,1.3,34.71,35.34,True
Mango,Local,Fruit,Maharashtra,Pune,Pune APMC,Rabi,2,382.43,Grade A,1.48,52.97,82.38,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rajkot APMC,Kharif,5,1363.35,Grade B,1.38,18.45,27.7,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Kharif,12,1185.13,Grade A,0.79,79.24,72.47,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,4,3894.16,Grade C,0.99,42.0,34.03,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,9,420.47,Grade A,1.17,17.62,20.94,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Year-Round,9,1876.13,Grade B,1.46,50.12,63.84,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Year-Round,10,4664.7,Grade A,1.71,52.16,86.46,True
Maize,Hybrid,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,4,2252.26,Grade B,0.8,26.02,19.36,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,2,2288.33,Grade B,0.71,22.61,12.59,True
Green Chilli,Local,Spice,Maharashtra,Pune,Pune APMC,Rabi,3,4391.94,Grade C,0.61,43.14,17.83,True
Rice,Basmati,Cereal,Maharashtra,Pune,Pune APMC,Kharif,10,4943.75,Grade A,0.69,71.97,48.97,True
Soybean,Local,Oilseed,Maharashtra,Mumbai,Vashi APMC,Zaid,7,4291.44,Grade B,0.81,45.42,39.76,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,4,3419.46,Grade B,1.25,26.05,32.32,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Year-Round,11,472.72,Grade B,1.35,22.1,26.37,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Kharif,2,4776.67,Grade A,1.74,55.41,99.12,True
Wheat,Common,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Kharif,9,137.69,Grade A,1.65,28.65,54.98,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Zaid,8,4379.9,Grade B,1.54,34.25,49.42,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Zaid,3,3691.92,Grade A,0.62,36.2,21.8,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Rabi,4,1789.01,Grade B,1.01,19.98,19.0,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Year-Round,12,974.14,Grade A,1.61,45.69,81.53,True
Mango,Local,Fruit,Uttar Pradesh,Agra,Agra Mandi,Year-Round,11,3091.45,Grade B,1.18,58.7,63.6,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,6,3559.34,Grade B,1.28,22.9,31.8,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Rabi,11,1805.4,Grade B,0.66,24.36,13.73,True
Mango,Local,Fruit,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,6,1540.18,Grade C,1.18,56.09,56.94,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,3,1779.9,Grade B,1.31,21.08,24.56,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,11,1329.73,Grade A,0.72,87.3,63.47,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,6,115.01,Grade B,1.03,21.5,24.92,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Rabi,3,1218.08,Grade C,0.94,25.57,18.08,True
Onion,Red,Vegetable,Maharashtra,Nashik,Nashik APMC,Kharif,7,1028.15,Grade B,1.77,21.75,41.3,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Kharif,2,1312.8,Grade B,1.26,18.65,20.05,True
Tomato,Desi,Vegetable,Maharashtra,Pune,Pune APMC,Kharif,10,848.8,Grade B,1.41,17.25,21.54,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Year-Round,9,1187.85,Grade B,1.58,26.49,38.65,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,3,1127.92,Grade B,0.81,22.2,15.6,True
Wheat,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,10,4603.39,Grade B,1.12,28.59,25.74,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Year-Round,2,1985.66,Grade B,1.29,24.77,29.74,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Year-Round,4,2369.16,Grade B,1.57,24.87,38.07,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,6,2761.19,Grade B,1.73,26.84,47.97,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Zaid,5,2595.23,Grade A,1.09,67.83,92.27,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Kharif,3,2125.22,Grade A,0.95,44.7,48.01,True
Tomato,Hybrid,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,12,1623.98,Grade A,1.23,26.39,36.3,True
Mango,Local,Fruit,Gujarat,Rajkot,Rajkot APMC,Zaid,7,4711.93,Grade A,1.29,64.07,98.5,True
Soybean,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Zaid,6,3093.75,Grade A,1.46,41.26,69.06,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,10,639.58,Grade B,1.72,20.22,31.39,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Year-Round,9,2158.88,Grade A,1.22,37.63,51.23,True
Maize,Hybrid,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,7,353.0,Grade A,1.19,22.39,33.19,True
Soybean,Local,Oilseed,Maharashtra,Pune,Pune APMC,Zaid,3,3945.45,Grade A,1.39,46.91,66.22,True
Green Chilli,Local,Spice,Maharashtra,Mumbai,Vashi APMC,Year-Round,10,3109.21,Grade B,1.29,34.92,37.97,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,1,1354.69,Grade C,1.51,23.49,27.93,True
Onion,Red,Vegetable,Maharashtra,Nashik,Nashik APMC,Kharif,7,4625.14,Grade B,0.74,20.45,14.53,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Year-Round,6,434.84,Grade B,0.91,25.91,25.17,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,9,955.84,Grade A,1.13,17.74,23.43,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,4,3705.82,Grade A,1.18,30.61,39.01,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Zaid,9,4361.06,Grade A,0.62,73.93,48.63,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,2,2994.64,Grade A,1.21,35.03,41.98,True
Mango,Local,Fruit,Madhya Pradesh,Indore,Indore Mandi,Kharif,5,4657.16,Grade A,1.29,67.7,96.48,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,1,1587.95,Grade A,1.78,18.86,35.23,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,3,1400.5,Grade A,1.77,22.87,43.66,True
Green Chilli,Local,Spice,Maharashtra,Pune,Pune APMC,Rabi,11,3142.94,Grade C,1.4,38.08,37.69,True
Groundnut,Local,Oilseed,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,7,3520.28,Grade C,1.48,57.56,79.55,True
Soybean,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Year-Round,5,4230.55,Grade C,1.41,46.2,54.16,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,4,3353.62,Grade C,1.67,23.87,30.02,True
Soybean,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Zaid,10,4352.46,Grade A,1.8,50.43,91.43,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Zaid,1,4893.15,Grade B,1.44,45.24,55.68,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,1,4600.52,Grade C,1.74,17.91,22.83,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Zaid,6,791.56,Grade B,1.1,39.2,48.89,True
Groundnut,Local,Oilseed,Punjab,Ludhiana,Ludhiana Mandi,Kharif,5,2890.89,Grade A,0.75,57.9,45.14,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,9,1604.39,Grade C,1.19,26.28,24.08,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,4,1646.23,Grade A,1.21,20.68,29.06,True
Tomato,Hybrid,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,3,4452.59,Grade A,1.7,27.75,47.69,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Zaid,9,438.67,Grade B,1.3,34.84,44.51,True
Onion,Red,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,4,4062.57,Grade C,1.3,23.21,25.01,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,9,4377.65,Grade A,1.66,25.66,43.88,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,5,1558.25,Grade A,0.66,22.28,16.88,True
Mango,Local,Fruit,Maharashtra,Pune,Pune APMC,Rabi,8,4490.8,Grade B,1.12,62.4,64.51,True
Wheat,Common,Cereal,Maharashtra,Nashik,Nashik APMC,Year-Round,3,1613.14,Grade A,1.54,30.68,51.71,True
Rice,Common,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Rabi,1,4820.71,Grade B,1.76,38.62,56.33,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Kharif,4,3464.92,Grade C,1.28,24.25,24.74,True
Maize,Hybrid,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,6,3992.52,Grade B,1.7,21.75,37.42,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Kharif,3,2849.16,Grade A,1.13,54.55,61.23,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Kharif,8,2374.41,Grade A,1.36,41.09,63.81,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Rabi,4,2322.91,Grade C,1.39,68.26,76.45,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,1,3941.35,Grade A,0.94,25.12,24.52,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Rabi,5,3523.69,Grade A,1.04,23.69,28.99,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,2,1853.96,Grade A,0.78,36.17,27.44,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,1,568.29,Grade A,1.46,69.85,108.22,True
Tomato,Desi,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,9,978.61,Grade B,1.53,18.7,28.69,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Zaid,9,4783.19,Grade A,1.47,62.19,97.37,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,9,3611.05,Grade B,1.27,19.98,23.17,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Kharif,8,2595.56,Grade B,0.71,36.8,26.84,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Rabi,11,351.81,Grade B,1.25,68.57,84.72,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,1,2579.59,Grade C,0.67,21.94,10.89,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,5,2280.91,Grade A,1.05,82.49,102.12,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Kharif,11,3168.05,Grade C,1.26,45.5,46.88,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Rabi,9,2696.33,Grade B,1.67,62.53,97.11,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,5,590.87,Grade C,1.1,19.11,20.47,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,6,1727.68,Grade A,0.91,20.84,22.91,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,12,471.94,Grade B,0.98,25.3,26.1,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Rabi,11,4998.49,Grade B,0.96,18.43,15.21,True
Wheat,Common,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,11,4657.5,Grade C,0.74,29.38,17.8,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,7,4636.4,Grade C,0.68,23.01,13.91,True
Maize,Hybrid,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Kharif,5,2502.49,Grade A,1.7,21.19,42.62,True
Green Chilli,Local,Spice,Uttar Pradesh,Agra,Agra Mandi,Zaid,10,809.81,Grade A,0.67,45.96,34.91,True
Onion,Red,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Kharif,12,4163.23,Grade A,1.31,24.15,34.27,True
Mango,Local,Fruit,Karnataka,Bengaluru,Bengaluru APMC,Kharif,3,2695.1,Grade A,1.05,65.78,77.33,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,2,4611.56,Grade B,1.24,17.25,18.32,True
Rice,Basmati,Cereal,Maharashtra,Mumbai,Vashi APMC,Year-Round,4,3454.02,Grade A,1.28,83.94,112.78,True
Tomato,Hybrid,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,4,3263.02,Grade A,0.97,23.59,24.82,True
Onion,Red,Vegetable,Maharashtra,Pune,Pune APMC,Year-Round,9,4920.0,Grade A,1.64,21.86,37.3,True
Rice,Basmati,Cereal,Karnataka,Bengaluru,Bengaluru APMC,Rabi,9,2877.75,Grade A,0.7,84.9,66.35,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,12,3646.47,Grade A,1.0,17.28,18.45,True
Onion,Red,Vegetable,Maharashtra,Nashik,Nashik APMC,Kharif,7,1848.5,Grade B,0.7,24.14,17.76,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Zaid,2,1248.1,Grade A,1.46,72.49,105.91,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Kharif,2,827.96,Grade C,1.27,38.44,37.91,True
Rice,Basmati,Cereal,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,8,3323.68,Grade C,1.16,68.47,66.17,True
Mango,Local,Fruit,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,3,1901.3,Grade C,1.57,60.09,74.59,True
Maize,Hybrid,Cereal,Maharashtra,Pune,Pune APMC,Kharif,11,3023.53,Grade B,1.36,20.96,26.21,True
Maize,Hybrid,Cereal,Uttar Pradesh,Agra,Agra Mandi,Zaid,4,2900.76,Grade A,1.08,22.43,28.57,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,8,611.0,Grade A,1.42,18.69,31.0,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Kharif,12,693.28,Grade C,0.76,41.26,29.08,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,7,3860.8,Grade C,1.26,20.47,22.35,True
Onion,Red,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Kharif,2,4537.33,Grade B,1.59,24.54,32.12,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Year-Round,1,4247.29,Grade B,1.15,81.7,83.26,True
Mango,Local,Fruit,Maharashtra,Mumbai,Vashi APMC,Zaid,10,2900.76,Grade A,0.61,63.5,35.96,True
Green Chilli,Local,Spice,Karnataka,Bengaluru,Bengaluru APMC,Year-Round,12,4100.42,Grade B,1.78,36.91,56.95,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Kharif,12,3551.36,Grade B,0.93,35.5,30.89,True
Rice,Basmati,Cereal,Gujarat,Rajkot,Rajkot APMC,Kharif,7,1262.54,Grade A,1.48,73.5,131.55,True
Tomato,Hybrid,Vegetable,Maharashtra,Nashik,Nashik APMC,Zaid,2,4787.43,Grade A,0.89,25.53,22.72,True
Potato,Local,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,9,4082.16,Grade A,1.6,16.27,25.48,True
Tomato,Desi,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Zaid,12,2988.16,Grade A,0.64,20.03,11.78,True
Potato,Local,Vegetable,Maharashtra,Nashik,Nashik APMC,Kharif,9,3298.36,Grade A,1.62,19.37,31.8,True
Onion,Red,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Zaid,4,1935.39,Grade A,1.03,21.91,24.67,True
Potato,Local,Vegetable,Karnataka,Bengaluru,Bengaluru APMC,Zaid,7,2761.55,Grade A,0.99,17.93,21.15,True
Tomato,Desi,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,5,1689.93,Grade A,1.3,18.64,30.61,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Kharif,7,4657.82,Grade A,1.24,35.14,54.01,True
Green Chilli,Local,Spice,Punjab,Ludhiana,Ludhiana Mandi,Year-Round,7,1916.73,Grade A,0.86,45.09,49.94,True
Groundnut,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Kharif,3,4195.07,Grade C,1.56,53.26,59.6,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Zaid,10,1584.63,Grade A,1.5,45.43,75.09,True
Soybean,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Rabi,8,1949.52,Grade C,1.5,40.45,50.68,True
Tomato,Hybrid,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,3,3895.56,Grade A,1.54,27.14,43.04,True
Potato,Local,Vegetable,Gujarat,Rajkot,Rajkot APMC,Zaid,10,2037.12,Grade A,1.23,18.16,22.22,True
Soybean,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Rabi,3,4310.56,Grade C,1.67,48.76,58.26,True
Tomato,Hybrid,Vegetable,Maharashtra,Mumbai,Vashi APMC,Rabi,7,4737.81,Grade A,1.42,23.95,40.19,True
Potato,Local,Vegetable,Maharashtra,Mumbai,Vashi APMC,Zaid,3,586.8,Grade A,1.47,17.85,27.6,True
Wheat,Common,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,6,2348.46,Grade A,1.08,27.1,37.13,True
Groundnut,Local,Oilseed,Maharashtra,Pune,Pune APMC,Kharif,6,4268.93,Grade A,1.24,60.1,86.37,True
Mango,Local,Fruit,Maharashtra,Nashik,Nashik APMC,Kharif,6,4185.57,Grade C,0.71,64.17,38.22,True
Green Chilli,Local,Spice,Gujarat,Rajkot,Rajkot APMC,Kharif,5,785.76,Grade B,1.02,43.79,45.99,True
Wheat,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,3,100.51,Grade C,0.95,28.04,19.57,True
Rice,Common,Cereal,Uttar Pradesh,Agra,Agra Mandi,Year-Round,2,4644.47,Grade B,1.2,34.68,36.94,True
Rice,Basmati,Cereal,Madhya Pradesh,Indore,Indore Mandi,Kharif,2,3787.09,Grade A,1.71,69.89,120.96,True
Maize,Hybrid,Cereal,Maharashtra,Mumbai,Vashi APMC,Zaid,5,3424.41,Grade A,1.16,22.23,30.4,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Kharif,2,3871.06,Grade A,0.75,22.33,17.26,True
Tomato,Hybrid,Vegetable,Maharashtra,Pune,Pune APMC,Rabi,6,3949.16,Grade A,1.35,27.53,42.81,True
Groundnut,Local,Oilseed,Maharashtra,Nashik,Nashik APMC,Zaid,5,4765.38,Grade B,1.7,59.81,100.63,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Rabi,3,1702.52,Grade B,0.63,21.74,11.56,True
Groundnut,Local,Oilseed,Gujarat,Rajkot,Rajkot APMC,Year-Round,3,800.87,Grade C,1.07,51.18,44.22,True
Onion,Red,Vegetable,Gujarat,Rajkot,Rajkot APMC,Rabi,2,994.7,Grade B,0.91,23.52,17.84,True
Groundnut,Local,Oilseed,Uttar Pradesh,Agra,Agra Mandi,Rabi,8,4366.71,Grade B,1.35,51.55,71.05,True
Potato,Local,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Rabi,5,2892.69,Grade B,1.68,17.72,31.17,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Rabi,12,4632.03,Grade A,0.77,22.01,18.13,True
Onion,Red,Vegetable,Maharashtra,Mumbai,Vashi APMC,Year-Round,9,1884.78,Grade B,0.92,22.06,18.31,True
Mango,Local,Fruit,Punjab,Ludhiana,Ludhiana Mandi,Rabi,9,1693.93,Grade A,1.4,69.57,103.01,True
Rice,Common,Cereal,Maharashtra,Pune,Pune APMC,Zaid,11,4771.82,Grade A,1.66,40.48,69.74,True
Tomato,Desi,Vegetable,Punjab,Ludhiana,Ludhiana Mandi,Zaid,5,203.6,Grade B,0.93,21.43,22.61,True
Soybean,Local,Oilseed,Madhya Pradesh,Indore,Indore Mandi,Year-Round,11,215.23,Grade A,1.46,43.16,69.36,True
Tomato,Desi,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Kharif,8,2897.57,Grade B,1.32,16.53,22.74,True
Tomato,Hybrid,Vegetable,Uttar Pradesh,Agra,Agra Mandi,Year-Round,9,569.7,Grade B,1.79,24.0,41.32,True
Rice,Common,Cereal,Madhya Pradesh,Indore,Indore Mandi,Zaid,2,1093.3,Grade B,1.53,33.45,44.79,True
Rice,Basmati,Cereal,Maharashtra,Nashik,Nashik APMC,Rabi,10,367.58,Grade A,1.65,90.57,161.87,True
Onion,Red,Vegetable,Madhya Pradesh,Indore,Indore Mandi,Year-Round,12,613.12,Grade B,1.17,21.76,22.19,True
